Date,Value
01/16/2017,35.4
01/13/2017,35.35
1/12/2017,35.49
1/11/2017,35.56
1/10/2017,35.65
1/9/2017,35.72
1/6/2017,35.7
1/5/2017,35.81
1/4/2017,35.91
1/3/2017,35.8
1/2/2017,35.82
12/30/2016,35.91
12/29/2016,36.01
12/28/2016,36.01
12/27/2016,35.965
12/26/2016,35.95
12/23/2016,36
12/22/2016,35.975
12/21/2016,36.01
12/20/2016,35.87
12/19/2016,35.86
12/16/2016,35.77
12/15/2016,35.67
12/14/2016,35.57
12/13/2016,35.58
12/12/2016,35.67
12/9/2016,35.635
12/8/2016,35.615
12/7/2016,35.61
12/6/2016,35.62
12/5/2016,35.59
12/2/2016,35.67
12/1/2016,35.7
11/30/2016,35.67
11/29/2016,35.57
11/28/2016,35.645
11/25/2016,35.67
11/24/2016,35.69
11/23/2016,35.51
11/22/2016,35.53
11/21/2016,35.56
11/18/2016,35.48
11/17/2016,35.5
11/16/2016,35.44
11/15/2016,35.49
11/14/2016,35.41
11/11/2016,35.3
11/10/2016,35.04
11/9/2016,34.94
11/8/2016,34.99
11/7/2016,34.98
11/4/2016,34.98
11/3/2016,34.95
11/2/2016,35.03
11/1/2016,35.03
10/31/2016,35.01
10/28/2016,35.13
10/27/2016,35.03
10/26/2016,34.88
10/25/2016,35.03
10/24/2016,35.09
10/21/2016,35
10/20/2016,34.83
10/19/2016,35
10/18/2016,35.23
10/17/2016,35.33
10/14/2016,35.36
10/13/2016,35.67
10/12/2016,35.45
10/11/2016,35.13
10/10/2016,34.87
10/7/2016,34.85
10/6/2016,34.81
10/5/2016,34.74
10/4/2016,34.63
10/3/2016,34.6
09/30/2016,34.65
09/29/2016,34.57
09/28/2016,34.58
09/27/2016,34.57
09/26/2016,34.66
09/23/2016,34.6
09/22/2016,34.67
09/21/2016,34.75
09/20/2016,34.8
09/19/2016,34.9
09/16/2016,34.9
09/15/2016,34.87
09/14/2016,34.93
09/13/2016,34.85
9/12/2016,34.88
9/9/2016,34.76
9/8/2016,34.63
9/7/2016,34.6
9/6/2016,34.73
9/5/2016,34.63
9/2/2016,34.59
9/1/2016,34.6
08/31/2016,34.57
08/30/2016,34.56
08/29/2016,34.66
08/26/2016,34.53
08/25/2016,34.63
08/24/2016,34.63
08/23/2016,34.66
08/22/2016,34.64
08/19/2016,34.54
08/18/2016,34.63
08/17/2016,34.6
08/16/2016,34.58
08/15/2016,34.77
8/12/2016,34.71
8/11/2016,34.77
8/10/2016,34.86
8/9/2016,34.98
8/8/2016,35.06
8/5/2016,34.89
8/4/2016,34.99
8/3/2016,34.76
8/2/2016,34.77
8/1/2016,34.77
07/29/2016,34.85
07/28/2016,34.94
07/27/2016,34.98
07/26/2016,35.02
07/25/2016,34.96
07/22/2016,34.95
07/21/2016,35.03
07/20/2016,35.01
07/19/2016,34.94
07/18/2016,34.94
07/15/2016,35.03
07/14/2016,35.2
07/13/2016,35.22
7/12/2016,35.15
7/11/2016,35.13
7/8/2016,35.21
7/7/2016,35.22
7/6/2016,35.18
7/5/2016,35.05
7/4/2016,35.03
7/1/2016,35.12
06/30/2016,35.1
06/29/2016,35.2
06/28/2016,35.29
06/27/2016,35.29
06/24/2016,35.12
06/23/2016,35.17
06/22/2016,35.22
06/21/2016,35.19
06/20/2016,35.21
06/17/2016,35.29
06/16/2016,35.24
06/15/2016,35.28
06/14/2016,35.17
06/13/2016,35.28
6/10/2016,35.14
6/9/2016,35.1
6/8/2016,35.22
6/7/2016,35.24
6/6/2016,35.36
6/3/2016,35.6
6/2/2016,35.69
6/1/2016,35.77
05/31/2016,35.75
05/30/2016,35.72
05/27/2016,35.6
05/26/2016,35.65
05/25/2016,35.75
05/24/2016,35.67
05/23/2016,35.68
05/20/2016,35.68
05/19/2016,35.68
05/18/2016,35.49
05/17/2016,35.41
05/16/2016,35.43
05/13/2016,35.32
5/12/2016,35.26
5/11/2016,35.21
5/10/2016,35.24
5/9/2016,35.1
5/6/2016,35.16
5/5/2016,35.13
5/4/2016,34.95
5/3/2016,34.85
5/2/2016,34.91
04/29/2016,34.99
04/28/2016,35.11
04/27/2016,35.12
04/26/2016,35.06
04/25/2016,35.07
04/22/2016,35.08
04/21/2016,34.86
04/20/2016,34.82
04/19/2016,34.94
04/18/2016,35
04/15/2016,35.1
04/14/2016,35.06
04/13/2016,35
4/12/2016,35.02
4/11/2016,35.11
4/8/2016,35.17
4/7/2016,35.23
4/6/2016,35.29
4/5/2016,35.25
4/4/2016,35.16
4/1/2016,35.13
03/31/2016,35.23
03/30/2016,35.33
03/29/2016,35.33
03/28/2016,35.3
03/25/2016,35.29
03/24/2016,35.2
03/23/2016,34.94
03/22/2016,34.91
03/21/2016,34.91
03/18/2016,34.74
03/17/2016,34.88
03/16/2016,35.11
03/15/2016,35.08
03/14/2016,35
3/11/2016,35.23
3/10/2016,35.27
3/9/2016,35.35
3/8/2016,35.4
3/7/2016,35.35
3/4/2016,35.41
3/3/2016,35.53
3/2/2016,35.58
3/1/2016,35.63
02/29/2016,35.71
02/26/2016,35.65
02/25/2016,35.64
02/24/2016,35.72
02/23/2016,35.73
02/22/2016,35.69
02/19/2016,35.57
02/18/2016,35.58
02/17/2016,35.63
02/16/2016,35.64
02/15/2016,35.58
2/12/2016,35.2
2/11/2016,35.28
2/10/2016,35.4
2/9/2016,35.52
2/8/2016,35.55
2/5/2016,35.61
2/4/2016,35.7
2/3/2016,35.83
2/2/2016,35.57
2/1/2016,35.68
01/29/2016,35.8
01/28/2016,35.83
01/27/2016,35.84
01/26/2016,35.91
01/25/2016,36.02
01/22/2016,36.21
01/21/2016,36.25
01/20/2016,36.28
01/19/2016,36.31
01/18/2016,36.34
01/15/2016,36.3
01/14/2016,36.28
01/13/2016,36.28
1/12/2016,36.25
1/11/2016,36.3
1/8/2016,36.24
1/7/2016,36.23
1/6/2016,36.12
1/5/2016,36.13
1/4/2016,36.05
1/1/2016,36
12/31/2015,36.09
12/30/2015,36.06
12/29/2015,36.07
12/28/2015,36.03
12/25/2015,36.05
12/24/2015,36.05
12/23/2015,36.07
12/22/2015,36.12
12/21/2015,36.13
12/18/2015,36.16
12/17/2015,35.93
12/16/2015,35.96
12/15/2015,36.09
12/14/2015,36.12
12/11/2015,36.05
12/10/2015,35.96
12/9/2015,35.95
12/8/2015,35.87
12/7/2015,35.76
12/4/2015,35.83
12/3/2015,35.84
12/2/2015,35.75
12/1/2015,35.8
11/30/2015,35.87
11/27/2015,35.72
11/26/2015,35.68
11/25/2015,35.74
11/24/2015,35.84
11/23/2015,35.73
11/20/2015,35.76
11/19/2015,35.96
11/18/2015,35.99
11/17/2015,35.97
11/16/2015,35.9
11/13/2015,35.85
11/12/2015,35.84
11/11/2015,35.87
11/10/2015,35.89
11/9/2015,35.82
11/6/2015,35.53
11/5/2015,35.53
11/4/2015,35.55
11/3/2015,35.57
11/2/2015,35.62
10/30/2015,35.66
10/29/2015,35.64
10/28/2015,35.51
10/27/2015,35.46
10/26/2015,35.54
10/23/2015,35.56
10/22/2015,35.67
10/21/2015,35.42
10/20/2015,35.45
10/19/2015,35.27
10/16/2015,35.16
10/15/2015,35.33
10/14/2015,35.63
10/13/2015,35.35
10/12/2015,35.53
10/9/2015,35.76
10/8/2015,35.89
10/7/2015,36.24
10/6/2015,36.26
10/5/2015,36.44
10/2/2015,36.48
10/1/2015,36.34
09/30/2015,36.43
09/29/2015,36.35
09/28/2015,36.17
09/25/2015,36.23
09/24/2015,36.21
09/23/2015,36.05
09/22/2015,35.81
09/21/2015,35.67
09/18/2015,35.76
09/17/2015,35.85
09/16/2015,35.91
09/15/2015,36.01
09/14/2015,36.06
9/11/2015,36.02
9/10/2015,36.19
9/9/2015,36.02
9/8/2015,36.12
9/7/2015,35.96
9/4/2015,35.83
9/3/2015,35.74
9/2/2015,35.74
9/1/2015,35.83
08/31/2015,35.83
08/28/2015,35.63
08/27/2015,35.61
08/26/2015,35.52
08/25/2015,35.66
08/24/2015,35.66
08/21/2015,35.57
08/20/2015,35.53
08/19/2015,35.52
08/18/2015,35.52
08/17/2015,35.25
08/14/2015,35.13
08/13/2015,35.28
8/12/2015,35.32
8/11/2015,35.07
8/10/2015,35.16
8/7/2015,35.11
8/6/2015,35.17
8/5/2015,35.11
8/4/2015,35.06
8/3/2015,34.97
07/31/2015,35.15
07/30/2015,34.95
07/29/2015,34.84
07/28/2015,34.87
07/27/2015,34.87
07/24/2015,34.79
07/23/2015,34.69
07/22/2015,34.42
07/21/2015,34.47
07/20/2015,34.23
07/17/2015,34.21
07/16/2015,34.17
07/15/2015,34.03
07/14/2015,34.01
07/13/2015,33.92
7/10/2015,33.94
7/9/2015,33.93
7/8/2015,33.98
7/7/2015,33.84
7/6/2015,33.77
7/3/2015,33.77
7/2/2015,33.82
7/1/2015,33.78
06/30/2015,33.76
06/29/2015,33.8
06/26/2015,33.76
06/25/2015,33.76
06/24/2015,33.75
06/23/2015,33.69
06/22/2015,33.63
06/19/2015,33.63
06/18/2015,33.59
06/17/2015,33.67
06/16/2015,33.66
06/15/2015,33.8
6/12/2015,33.69
6/11/2015,33.59
6/10/2015,33.7
6/9/2015,33.75
6/8/2015,33.85
6/5/2015,33.71
6/4/2015,33.61
6/3/2015,33.7
6/2/2015,33.67
6/1/2015,33.66
05/29/2015,33.77
05/28/2015,33.77
05/27/2015,33.71
05/26/2015,33.58
05/25/2015,33.43
05/22/2015,33.39
05/21/2015,33.6
05/20/2015,33.5
05/19/2015,33.4
05/18/2015,33.51
05/15/2015,33.45
05/14/2015,33.49
05/13/2015,33.72
5/12/2015,33.73
5/11/2015,33.53
5/8/2015,33.51
5/7/2015,33.26
5/6/2015,33.34
5/5/2015,33.32
5/4/2015,33.17
5/1/2015,33.01
04/30/2015,32.82
04/29/2015,32.63
04/28/2015,32.59
04/27/2015,32.57
04/24/2015,32.43
04/23/2015,32.38
04/22/2015,32.37
04/21/2015,32.4
04/20/2015,32.28
04/17/2015,32.39
04/16/2015,32.43
04/15/2015,32.48
04/14/2015,32.54
04/13/2015,32.54
4/10/2015,32.54
4/9/2015,32.55
4/8/2015,32.54
4/7/2015,32.42
4/6/2015,32.39
4/3/2015,32.47
4/2/2015,32.48
4/1/2015,32.53
03/31/2015,32.59
03/30/2015,32.5
03/27/2015,32.54
03/26/2015,32.53
03/25/2015,32.49
03/24/2015,32.52
03/23/2015,32.57
03/20/2015,32.72
03/19/2015,32.69
03/18/2015,32.92
03/17/2015,32.91
03/16/2015,32.96
03/13/2015,32.82
3/12/2015,32.85
3/11/2015,32.71
3/10/2015,32.59
3/9/2015,32.53
3/6/2015,32.43
3/5/2015,32.39
3/4/2015,32.36
3/3/2015,32.33
3/2/2015,32.39
02/27/2015,32.37
02/26/2015,32.52
02/25/2015,32.54
02/24/2015,32.55
02/23/2015,32.57
02/20/2015,32.54
02/19/2015,32.55
02/18/2015,32.57
02/17/2015,32.59
02/16/2015,32.59
02/13/2015,32.61
2/12/2015,32.63
2/11/2015,32.62
2/10/2015,32.58
2/9/2015,32.63
2/6/2015,32.6
2/5/2015,32.63
2/4/2015,32.6
2/3/2015,32.56
2/2/2015,32.73
01/30/2015,32.78
01/29/2015,32.55
01/28/2015,32.49
01/27/2015,32.55
01/26/2015,32.5
01/23/2015,32.59
01/22/2015,32.56
01/21/2015,32.69
01/20/2015,32.58
01/19/2015,32.56
01/16/2015,32.76
01/15/2015,32.75
01/14/2015,32.8
01/13/2015,32.86
1/12/2015,32.85
1/9/2015,32.87
1/8/2015,32.87
1/7/2015,32.85
1/6/2015,32.95
1/5/2015,32.96
1/2/2015,32.95
1/1/2015,32.92
12/31/2014,32.85
12/30/2014,32.94
12/29/2014,32.91
12/26/2014,32.79
12/25/2014,32.88
12/24/2014,32.91
12/23/2014,32.88
12/22/2014,32.87
12/19/2014,32.87
12/18/2014,32.9
12/17/2014,32.97
12/16/2014,32.96
12/15/2014,32.8
12/12/2014,32.8
12/11/2014,32.77
12/10/2014,32.83
12/9/2014,32.98
12/8/2014,33.01
12/5/2014,32.88
12/4/2014,32.85
12/3/2014,32.84
12/2/2014,32.76
12/1/2014,32.92
11/28/2014,32.77
11/27/2014,32.73
11/26/2014,32.77
11/25/2014,32.8
11/24/2014,32.74
11/21/2014,32.78
11/20/2014,32.83
11/19/2014,32.74
11/18/2014,32.79
11/17/2014,32.83
11/14/2014,32.76
11/13/2014,32.82
11/12/2014,32.82
11/11/2014,32.8
11/10/2014,32.72
11/7/2014,32.85
11/6/2014,32.76
11/5/2014,32.65
11/4/2014,32.67
11/3/2014,32.56
10/31/2014,32.55
10/30/2014,32.51
10/29/2014,32.41
10/28/2014,32.41
10/27/2014,32.36
10/24/2014,32.35
10/23/2014,32.31
10/22/2014,32.25
10/21/2014,32.25
10/20/2014,32.38
10/17/2014,32.39
10/16/2014,32.41
10/15/2014,32.47
10/14/2014,32.4
10/13/2014,32.41
10/10/2014,32.41
10/9/2014,32.53
10/8/2014,32.55
10/7/2014,32.57
10/6/2014,32.61
10/3/2014,32.43
10/2/2014,32.42
10/1/2014,32.42
09/30/2014,32.38
09/29/2014,32.28
09/26/2014,32.29
09/25/2014,32.18
09/24/2014,32.23
09/23/2014,32.25
09/22/2014,32.17
09/19/2014,32.21
09/18/2014,32.31
09/17/2014,32.17
09/16/2014,32.24
09/15/2014,32.17
9/12/2014,32.17
9/11/2014,32.14
9/10/2014,32.06
9/9/2014,32.04
9/8/2014,31.98
9/5/2014,32.07
9/4/2014,32.03
9/3/2014,32.12
9/2/2014,31.96
9/1/2014,31.91
08/29/2014,31.93
08/28/2014,31.88
08/27/2014,31.91
08/26/2014,31.95
08/25/2014,31.93
08/22/2014,31.96
08/21/2014,32
08/20/2014,31.91
08/19/2014,31.82
08/18/2014,31.84
08/15/2014,31.82
08/14/2014,31.94
08/13/2014,32.07
8/12/2014,32.07
8/11/2014,32.1
8/8/2014,32.23
8/7/2014,32.16
8/6/2014,32.19
8/5/2014,32.13
8/4/2014,32.13
8/1/2014,32.17
07/31/2014,31.94
07/30/2014,31.82
07/29/2014,31.79
07/28/2014,31.81
07/25/2014,31.82
07/24/2014,31.77
07/23/2014,31.76
07/22/2014,31.88
07/21/2014,32.13
07/18/2014,32.17
07/17/2014,32.09
07/16/2014,32.12
07/15/2014,32.12
07/14/2014,32.11
7/11/2014,32.18
7/10/2014,32.17
7/9/2014,32.36
7/8/2014,32.4
7/7/2014,32.34
7/4/2014,32.38
7/3/2014,32.35
7/2/2014,32.35
7/1/2014,32.4
06/30/2014,32.42
06/27/2014,32.45
06/26/2014,32.43
06/25/2014,32.43
06/24/2014,32.41
06/23/2014,32.41
06/20/2014,32.45
06/19/2014,32.41
06/18/2014,32.47
06/17/2014,32.34
06/16/2014,32.37
06/13/2014,32.43
6/12/2014,32.48
6/11/2014,32.45
6/10/2014,32.38
6/9/2014,32.47
6/6/2014,32.61
6/5/2014,32.64
6/4/2014,32.6
6/3/2014,32.83
6/2/2014,32.81
05/30/2014,32.78
05/29/2014,32.67
05/28/2014,32.6
05/27/2014,32.56
05/26/2014,32.52
05/23/2014,32.55
05/22/2014,32.46
05/21/2014,32.51
05/20/2014,32.46
05/19/2014,32.44
05/16/2014,32.5
05/15/2014,32.39
05/14/2014,32.58
05/13/2014,32.59
5/12/2014,32.59
5/9/2014,32.47
5/8/2014,32.38
5/7/2014,32.32
5/6/2014,32.33
5/5/2014,32.37
5/2/2014,32.35
5/1/2014,32.33
04/30/2014,32.21
04/29/2014,32.25
04/28/2014,32.22
04/25/2014,32.35
04/24/2014,32.3
04/23/2014,32.3
04/22/2014,32.23
04/21/2014,32.16
04/18/2014,32.16
04/17/2014,32.2
04/16/2014,32.26
04/15/2014,32.25
04/14/2014,32.22
4/11/2014,32.26
4/10/2014,32.18
4/9/2014,32.24
4/8/2014,32.44
4/7/2014,32.45
4/4/2014,32.47
4/3/2014,32.41
4/2/2014,32.33
4/1/2014,32.39
03/31/2014,32.46
03/28/2014,32.51
03/27/2014,32.53
03/26/2014,32.56
03/25/2014,32.44
03/24/2014,32.35
03/21/2014,32.36
03/20/2014,32.28
03/19/2014,32.08
03/18/2014,32.22
03/17/2014,32.27
03/14/2014,32.32
03/13/2014,32.37
3/12/2014,32.36
3/11/2014,32.35
3/10/2014,32.32
3/7/2014,32.23
3/6/2014,32.26
3/5/2014,32.33
3/4/2014,32.49
3/3/2014,32.51
02/28/2014,32.54
02/27/2014,32.55
02/26/2014,32.52
02/25/2014,32.49
02/24/2014,32.52
02/21/2014,32.54
02/20/2014,32.5
02/19/2014,32.46
02/18/2014,32.21
02/17/2014,32.32
02/14/2014,32.52
02/13/2014,32.51
2/12/2014,32.7
2/11/2014,32.79
2/10/2014,32.75
2/7/2014,32.78
2/6/2014,32.71
2/5/2014,32.72
2/4/2014,32.93
2/3/2014,32.97
01/31/2014,32.96
01/30/2014,32.92
01/29/2014,32.86
01/28/2014,32.86
01/27/2014,32.84
01/24/2014,32.88
01/23/2014,32.89
01/22/2014,32.84
01/21/2014,32.79
01/20/2014,32.86
01/17/2014,32.75
01/16/2014,32.85
01/15/2014,32.78
01/14/2014,32.95
01/13/2014,33.05
1/10/2014,33.02
1/9/2014,33.03
1/8/2014,33.04
1/7/2014,33.03
1/6/2014,32.98
1/3/2014,32.93
1/2/2014,32.72
1/1/2014,32.68
12/31/2013,32.81
12/30/2013,32.82
12/27/2013,32.79
12/26/2013,32.75
12/25/2013,32.69
12/24/2013,32.66
12/23/2013,32.58
12/20/2013,32.44
12/19/2013,32.31
12/18/2013,32.08
12/17/2013,31.99
12/16/2013,32.02
12/13/2013,32.06
12/12/2013,32.03
12/11/2013,32.06
12/10/2013,32.11
12/9/2013,32.23
12/6/2013,32.19
12/5/2013,32.18
12/4/2013,32.13
12/3/2013,32.16
12/2/2013,32.2
11/29/2013,32.09
11/28/2013,32.07
11/27/2013,32.03
11/26/2013,32.01
11/25/2013,31.8
11/22/2013,31.79
11/21/2013,31.67
11/20/2013,31.57
11/19/2013,31.56
11/18/2013,31.57
11/15/2013,31.55
11/14/2013,31.5
11/13/2013,31.61
11/12/2013,31.6
11/11/2013,31.46
11/8/2013,31.31
11/7/2013,31.23
11/6/2013,31.24
11/5/2013,31.26
11/4/2013,31.17
11/1/2013,31.16
10/31/2013,31.05
10/30/2013,31.02
10/29/2013,31.03
10/28/2013,31.02
10/25/2013,31.12
10/24/2013,31.14
10/23/2013,31.01
10/22/2013,31.14
10/21/2013,31.03
10/18/2013,30.98
10/17/2013,31.2
10/16/2013,31.26
10/15/2013,31.25
10/14/2013,31.27
10/11/2013,31.32
10/10/2013,31.43
10/9/2013,31.35
10/8/2013,31.34
10/7/2013,31.25
10/4/2013,31.22
10/3/2013,31.22
10/2/2013,31.19
10/1/2013,31.22
09/30/2013,31.3
09/27/2013,31.16
09/26/2013,31.21
09/25/2013,31.3
09/24/2013,31.17
09/23/2013,31.03
09/20/2013,31
09/19/2013,31.22
09/18/2013,31.69
09/17/2013,31.72
09/16/2013,31.76
09/13/2013,31.65
9/12/2013,31.89
9/11/2013,32.08
9/10/2013,32.05
9/9/2013,32.23
9/6/2013,32.29
9/5/2013,32.15
9/4/2013,32.13
9/3/2013,32.02
9/2/2013,32.13
08/30/2013,32.07
08/29/2013,32.18
08/28/2013,32.12
08/27/2013,31.96
08/26/2013,31.82
08/23/2013,32.04
08/22/2013,31.86
08/21/2013,31.61
08/20/2013,31.38
08/19/2013,31.23
08/16/2013,31.22
08/15/2013,31.22
08/14/2013,31.23
08/13/2013,31.21
8/12/2013,31.19
8/9/2013,31.18
8/8/2013,31.36
8/7/2013,31.36
8/6/2013,31.33
8/5/2013,31.26
8/2/2013,31.3
8/1/2013,31.24
07/31/2013,31.24
07/30/2013,31.14
07/29/2013,31.1
07/26/2013,30.98
07/25/2013,30.98
07/24/2013,30.89
07/23/2013,30.9
07/22/2013,31.01
07/19/2013,30.99
07/18/2013,30.97
07/17/2013,31.01
07/16/2013,31.08
07/15/2013,31.11
7/12/2013,31.06
7/11/2013,31.18
7/10/2013,31.19
7/9/2013,31.38
7/8/2013,31.25
7/5/2013,31.04
7/4/2013,31.04
7/3/2013,30.96
7/2/2013,30.91
7/1/2013,31.06
06/28/2013,31.11
06/27/2013,31.08
06/26/2013,31.01
06/25/2013,31.04
06/24/2013,31.09
06/21/2013,31.14
06/20/2013,31.03
06/19/2013,30.83
06/18/2013,30.62
06/17/2013,30.56
06/14/2013,30.69
06/13/2013,30.94
6/12/2013,30.89
6/11/2013,30.75
6/10/2013,30.6
6/7/2013,30.54
6/6/2013,30.49
6/5/2013,30.42
6/4/2013,30.39
6/3/2013,30.34
05/31/2013,30.09
05/30/2013,30.14
05/29/2013,30.05
05/28/2013,29.82
05/27/2013,29.94
05/24/2013,29.88
05/23/2013,29.86
05/22/2013,29.75
05/21/2013,29.78
05/20/2013,29.82
05/17/2013,29.69
05/16/2013,29.72
05/15/2013,29.63
05/14/2013,29.64
05/13/2013,29.74
5/10/2013,29.45
5/9/2013,29.31
5/8/2013,29.55
5/7/2013,29.57
5/6/2013,29.63
5/3/2013,29.43
5/2/2013,29.3
5/1/2013,29.23
04/30/2013,29.24
04/29/2013,29.22
04/26/2013,29.14
04/25/2013,28.91
04/24/2013,28.78
04/23/2013,28.67
04/22/2013,28.56
04/19/2013,28.65
04/18/2013,28.8
04/17/2013,28.92
04/16/2013,29.09
04/15/2013,29.03
4/12/2013,29.02
4/11/2013,29.02
4/10/2013,28.92
4/9/2013,29.22
4/8/2013,29.22
4/5/2013,29.27
4/4/2013,29.32
4/3/2013,29.39
4/2/2013,29.28
4/1/2013,29.23
03/29/2013,29.33
03/28/2013,29.27
03/27/2013,29.28
03/26/2013,29.26
03/25/2013,29.25
03/22/2013,29.16
03/21/2013,29.1
03/20/2013,29.22
03/19/2013,29.48
03/18/2013,29.53
03/15/2013,29.62
03/14/2013,29.6
03/13/2013,29.55
3/12/2013,29.7
3/11/2013,29.72
3/8/2013,29.73
3/7/2013,29.77
3/6/2013,29.73
3/5/2013,29.78
3/4/2013,29.73
3/1/2013,29.74
02/28/2013,29.79
02/27/2013,29.79
02/26/2013,29.82
02/25/2013,29.82
02/22/2013,29.79
02/21/2013,29.79
02/20/2013,29.86
02/19/2013,29.88
02/18/2013,29.85
02/15/2013,29.82
02/14/2013,29.78
02/13/2013,29.79
2/12/2013,29.77
2/11/2013,29.76
2/8/2013,29.75
2/7/2013,29.76
2/6/2013,29.73
2/5/2013,29.75
2/4/2013,29.76
2/1/2013,29.81
01/31/2013,29.76
01/30/2013,29.84
01/29/2013,29.88
01/28/2013,29.92
01/25/2013,29.79
01/24/2013,29.73
01/23/2013,29.7
01/22/2013,29.72
01/21/2013,29.69
01/18/2013,29.77
01/17/2013,29.83
01/16/2013,30.03
01/15/2013,30.2
01/14/2013,30.24
1/11/2013,30.29
1/10/2013,30.37
1/9/2013,30.43
1/8/2013,30.44
1/7/2013,30.44
1/4/2013,30.34
1/3/2013,30.36
1/2/2013,30.54
1/1/2013,30.59
12/31/2012,30.56
12/28/2012,30.59
12/27/2012,30.64
12/26/2012,30.6
12/25/2012,30.6
12/24/2012,30.59
12/21/2012,30.6
12/20/2012,30.57
12/19/2012,30.56
12/18/2012,30.58
12/17/2012,30.59
12/14/2012,30.62
12/13/2012,30.6
12/12/2012,30.62
12/11/2012,30.64
12/10/2012,30.62
12/7/2012,30.65
12/6/2012,30.66
12/5/2012,30.63
12/4/2012,30.63
12/3/2012,30.67
11/30/2012,30.7
11/29/2012,30.69
11/28/2012,30.66
11/27/2012,30.65
11/26/2012,30.64
11/23/2012,30.67
11/22/2012,30.69
11/21/2012,30.69
11/20/2012,30.64
11/19/2012,30.73
11/16/2012,30.68
11/15/2012,30.67
11/14/2012,30.68
11/13/2012,30.62
11/12/2012,30.6
11/9/2012,30.64
11/8/2012,30.7
11/7/2012,30.71
11/6/2012,30.77
11/5/2012,30.73
11/2/2012,30.69
11/1/2012,30.66
10/31/2012,30.67
10/30/2012,30.73
10/29/2012,30.68
10/26/2012,30.67
10/25/2012,30.71
10/24/2012,30.75
10/23/2012,30.72
10/22/2012,30.7
10/19/2012,30.6
10/18/2012,30.6
10/17/2012,30.66
10/16/2012,30.67
10/15/2012,30.66
10/12/2012,30.68
10/11/2012,30.71
10/10/2012,30.68
10/9/2012,30.6
10/8/2012,30.56
10/5/2012,30.57
10/4/2012,30.64
10/3/2012,30.72
10/2/2012,30.75
10/1/2012,30.79
09/28/2012,30.87
09/27/2012,31.01
09/26/2012,30.9
09/25/2012,30.91
09/24/2012,30.77
09/21/2012,30.82
09/20/2012,30.79
09/19/2012,30.82
09/18/2012,30.79
09/17/2012,30.75
09/14/2012,31.01
09/13/2012,30.98
9/12/2012,31.07
9/11/2012,31.05
9/10/2012,31.03
9/7/2012,31.21
9/6/2012,31.23
9/5/2012,31.16
9/4/2012,31.22
9/3/2012,31.18
08/31/2012,31.37
08/30/2012,31.32
08/29/2012,31.27
08/28/2012,31.26
08/27/2012,31.15
08/24/2012,31.17
08/23/2012,31.35
08/22/2012,31.37
08/21/2012,31.5
08/20/2012,31.46
08/17/2012,31.47
08/16/2012,31.5
08/15/2012,31.43
08/14/2012,31.43
08/13/2012,31.4
8/10/2012,31.48
8/9/2012,31.45
8/8/2012,31.46
8/7/2012,31.42
8/6/2012,31.44
8/3/2012,31.49
8/2/2012,31.45
8/1/2012,31.45
07/31/2012,31.55
07/30/2012,31.49
07/27/2012,31.63
07/26/2012,31.69
07/25/2012,31.73
07/24/2012,31.71
07/23/2012,31.62
07/20/2012,31.61
07/19/2012,31.7
07/18/2012,31.62
07/17/2012,31.56
07/16/2012,31.55
07/13/2012,31.79
7/12/2012,31.69
7/11/2012,31.63
7/10/2012,31.66
7/9/2012,31.69
7/6/2012,31.51
7/5/2012,31.47
7/4/2012,31.46
7/3/2012,31.52
7/2/2012,31.55
06/29/2012,31.85
06/28/2012,31.86
06/27/2012,31.77
06/26/2012,31.87
06/25/2012,31.73
06/22/2012,31.77
06/21/2012,31.54
06/20/2012,31.36
06/19/2012,31.44
06/18/2012,31.36
06/15/2012,31.496
06/14/2012,31.533
06/13/2012,31.588
6/12/2012,31.682
6/11/2012,31.544
6/8/2012,31.681
6/7/2012,31.404
6/6/2012,31.555
6/5/2012,31.454
6/4/2012,31.589
6/1/2012,31.834
05/31/2012,31.884
05/30/2012,31.761
05/29/2012,31.658
05/28/2012,31.635
05/25/2012,31.625
05/24/2012,31.562
05/23/2012,31.469
05/22/2012,31.284
05/21/2012,31.333
05/18/2012,31.421
05/17/2012,31.402
05/16/2012,31.384
05/15/2012,31.355
05/14/2012,31.197
5/11/2012,31.129
5/10/2012,31.121
5/9/2012,31.018
5/8/2012,30.982
5/7/2012,30.989
5/4/2012,30.949
5/3/2012,30.865
5/2/2012,30.718
5/1/2012,30.743
04/30/2012,30.749
04/27/2012,30.856
04/26/2012,30.912
04/25/2012,30.93
04/24/2012,30.99
04/23/2012,30.906
04/20/2012,30.883
04/19/2012,30.859
04/18/2012,30.79
04/17/2012,30.787
04/16/2012,30.786
04/13/2012,30.732
4/12/2012,30.852
4/11/2012,30.954
4/10/2012,30.937
4/9/2012,30.971
4/6/2012,30.985
4/5/2012,31.017
4/4/2012,30.888
4/3/2012,30.789
4/2/2012,30.781
03/30/2012,30.891
03/29/2012,30.804
03/28/2012,30.724
03/27/2012,30.681
03/26/2012,30.683
03/23/2012,30.764
03/22/2012,30.773
03/21/2012,30.787
03/20/2012,30.723
03/19/2012,30.684
03/16/2012,30.729
03/15/2012,30.802
03/14/2012,30.627
03/13/2012,30.621
3/12/2012,30.603
3/9/2012,30.543
3/8/2012,30.714
3/7/2012,30.802
3/6/2012,30.663
3/5/2012,30.599
3/2/2012,30.496
3/1/2012,30.458
