Date,Value
2002-01-31,44.00454545454546
2002-02-28,43.8095
2002-03-31,43.37
2002-04-30,43.407272727272726
2002-05-31,42.807826086956524
2002-06-30,42.15
2002-07-31,41.202608695652174
2002-08-31,42.123636363636365
2002-09-30,42.76380952380952
2002-10-31,43.61652173913044
2002-11-30,43.294285714285714
2002-12-31,43.267272727272726
2003-01-31,42.76304347826087
2003-02-28,42.876
2003-03-31,42.72285714285714
2003-04-30,42.87045454545454
2003-05-31,42.20409090909091
2003-06-30,41.61619047619048
2003-07-31,41.75760869565217
2003-08-31,41.646904761904764
2003-09-30,40.51272727272727
2003-10-31,39.68217391304348
2003-11-30,39.882
2003-12-31,39.709434782608696
2004-01-31,39.099380952380955
2004-02-29,39.0558
2004-03-31,39.418565217391304
2004-04-30,39.37181818181818
2004-05-31,40.488571428571426
2004-06-30,40.753181818181815
2004-07-31,40.902727272727276
2004-08-31,41.45136363636363
2004-09-30,41.455
2004-10-31,41.287142857142854
2004-11-30,40.33681818181818
2004-12-31,39.206043478260874
2005-01-31,38.735142857142854
2005-02-28,38.459500000000006
2005-03-31,38.55652173913043
2005-04-30,39.515952380952385
2005-05-31,39.76204545454545
2005-06-30,40.88681818181818
2005-07-31,41.65347619047619
2005-08-31,41.14413043478261
2005-09-30,41.04363636363637
2005-10-31,40.898809523809526
2005-11-30,41.08072727272727
2005-12-31,41.079772727272726
2006-01-31,39.68395454545455
2006-02-28,39.337
2006-03-31,38.96021739130435
2006-04-30,38.015499999999996
2006-05-31,37.94521739130435
2006-06-30,38.34227272727273
2006-07-31,37.981904761904765
2006-08-31,37.60804347826087
2006-09-30,37.45095238095238
2006-10-31,37.32863636363636
2006-11-30,36.547045454545454
2006-12-31,35.72904761904762
2007-01-31,35.38956521739131
2007-02-28,34.808499999999995
2007-03-31,33.25818181818182
2007-04-30,33.80571428571429
2007-05-31,34.18217391304348
2007-06-30,34.289523809523814
2007-07-31,32.290454545454544
2007-08-31,32.67695652173913
2007-09-30,32.2725
2007-10-31,32.07826086956521
2007-11-30,33.10545454545454
2007-12-31,33.054761904761904
2008-01-31,32.003478260869564
2008-02-29,32.15714285714286
2008-03-31,31.40857142857143
2008-04-30,31.55659090909091
2008-05-31,32.022954545454546
2008-06-30,33.12595238095238
2008-07-31,33.46478260869566
2008-08-31,33.78380952380952
2008-09-30,34.24454545454545
2008-10-31,34.366956521739134
2008-11-30,35.035000000000004
2008-12-31,35.06782608695652
2009-01-31,35.17
2009-02-28,35.5615
2009-03-31,36.084545454545456
2009-04-30,35.66772727272728
2009-05-31,34.40880952380952
2009-06-30,33.86818181818182
2009-07-31,33.76717391304348
2009-08-31,33.90904761904762
2009-09-30,33.83045454545454
2009-10-31,33.405454545454546
2009-11-30,33.27214285714286
2009-12-31,33.21391304347826
2010-01-31,33.049285714285716
2010-02-28,33.138999999999996
2010-03-31,32.53152173913043
2010-04-30,32.29204545454545
2010-05-31,32.39809523809524
2010-06-30,32.45431818181818
2010-07-31,32.31840909090909
2010-08-31,31.78590909090909
2010-09-30,30.845227272727275
2010-10-31,29.96761904761905
2010-11-30,29.883409090909087
2010-12-31,30.11134782608696
2011-01-31,30.52461904761905
2011-02-28,30.71225
2011-03-31,30.36521739130435
2011-04-30,30.067619047619047
2011-05-31,30.22772727272727
2011-06-30,30.500681818181818
2011-07-31,30.10595238095238
2011-08-31,29.87534782608696
2011-09-30,30.4025
2011-10-31,30.882285714285715
2011-11-30,30.94668181818182
2011-12-31,31.167272727272724
2012-01-31,31.559954545454545
2012-02-29,30.72657142857143
2012-03-31,30.689590909090906
2012-04-30,30.874000000000002
2012-05-31,31.281913043478262
2012-06-30,31.614761904761902
2012-07-31,31.610454545454544
2012-08-31,31.39521739130435
2012-09-30,30.978500000000004
2012-10-31,30.67478260869565
2012-11-30,30.67772727272727
2012-12-31,30.61047619047619
2013-01-31,30.082608695652173
2013-02-28,29.7935
2013-03-31,29.50238095238095
2013-04-30,29.04090909090909
2013-05-31,29.696521739130436
2013-06-30,30.778
2013-07-31,31.063913043478262
2013-08-31,31.51681818181818
2013-09-30,31.675238095238093
2013-10-31,31.176521739130436
2013-11-30,31.583333333333332
2013-12-31,32.33136363636363
2014-01-31,32.89173913043478
2014-02-28,32.6015
2014-03-31,32.36190476190476
2014-04-30,32.28545454545454
2014-05-31,32.48863636363637
2014-06-30,32.489999999999995
2014-07-31,32.098260869565216
2014-08-31,32.00666666666667
2014-09-30,32.152727272727276
2014-10-31,32.426086956521736
2014-11-30,32.7595
2014-12-31,32.87695652173913
2015-01-31,32.73818181818182
2015-02-28,32.579
2015-03-31,32.60636363636364
2015-04-30,32.48954545454546
2015-05-31,33.485238095238095
2015-06-30,33.70136363636363
2015-07-31,34.2804347826087
2015-08-31,35.36571428571429
2015-09-30,35.99818181818182
2015-10-31,35.708636363636366
2015-11-30,35.77285714285714
2015-12-31,35.98869565217392
2016-01-31,36.14142857142857
2016-02-29,35.59428571428572
2016-03-31,35.21739130434783
2016-04-30,35.07476190476191
2016-05-31,35.39272727272727
2016-06-30,35.280454545454546
2016-07-31,35.055238095238096
2016-08-31,34.720000000000006
2016-09-30,34.71454545454546
2016-10-31,35.03190476190476
2016-11-30,35.33659090909091
2016-12-31,35.78454545454545
2017-01-31,35.483636363636364
2017-02-28,35.0195
2017-03-31,34.88695652173913
2017-04-30,34.440999999999995
2017-05-31,34.47
2017-06-30,33.99886363636364
2017-07-31,33.74809523809524
2017-08-31,33.25739130434783
2017-09-30,33.14214285714286
2017-10-31,33.23318181818182
